STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1980-04,2.22,66.3,77.2,55.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1980-05,4.69,77.2,85.7,68.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1980-06,1.87,83.3,93.2,73.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1980-07,2.28,86.1,96.3,75.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1980-08,0.94,84.6,93.7,75.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1980-09,7.52,82.3,90.8,73.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1980-10,1.65,68.2,79.6,56.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1980-11,3.03,57.9,68.4,47.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1980-12,1.83,54.5,64.7,44.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-01,3.56,50.6,61.3,40
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-02,3.19,54.1,64.1,44.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-03,1.57,61.5,71.4,51.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-04,1.84,73.1,82.1,64.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-05,11.13,74.9,83.4,66.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-06,15.48,81.6,88.8,74.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-07,9.14,83.3,91.8,74.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-08,16.01,83.4,91.7,75
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-09,2.26,78.6,87.7,69.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-10,12.52,72.1,80.6,63.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-11,2.73,64.4,74.7,54.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1981-12,2.72,55.3,64.9,45.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-01,2.23,53.7,64.2,43.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-02,3.66,52.9,62,43.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-03,2.38,64.4,72.8,55.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-04,3.48,67.7,75.8,59.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-05,6.53,74.9,83.3,66.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-06,6.29,81.9,91.4,72.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-07,1.51,83.9,93.4,74.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-08,4.76,84.4,93.4,75.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-09,1.89,80.6,90,71.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-10,1.7,71,80.5,61.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-11,7.16,62.1,71.1,53.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1982-12,4.83,56.6,65.3,47.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-01,2.59,51.6,60.6,42.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-02,6.02,53.8,62.3,45.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-03,3.89,59.4,69.9,49
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-04,0.16,65.3,74.5,56.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-05,5.5,74,82.8,65.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-06,4.26,79.7,88.2,71.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-07,7.37,82.9,90.6,75.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-08,7.67,83.3,91.1,75.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-09,8.73,77.4,85.4,69.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-10,3.79,71.6,80.7,62.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-11,2.98,64.1,73.3,54.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1983-12,3.53,46.8,55.5,38.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-01,4.03,48.5,56.5,40.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-02,3.27,56.3,66.3,46.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-03,1.93,63.2,72.5,54
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-04,0.2,69.8,80.3,59.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-05,3.17,76.6,85.7,67.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-06,2.18,79.8,88.6,70.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-07,4.82,82.4,91.6,73.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-08,7.69,82,90.6,73.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-09,5.34,77.4,85.3,69.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-10,10.84,74.9,82.4,67.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-11,2.73,61.5,71.4,51.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1984-12,3.52,64.8,72.6,57.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-01,2.17,48.1,57.3,38.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-02,6.94,52.4,60.1,44.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-03,5.48,66.6,74,59.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-04,0.87,71.6,79.9,63.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-05,1.52,77.4,85.9,69
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-06,4.86,81.8,89.6,74
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-07,3.47,81.4,89.7,73.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-08,2.37,83.1,92.2,74.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-09,5.04,80,87.7,72.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-10,4.9,73.2,79.8,66.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-11,7.27,67.3,74.8,59.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1985-12,2.65,52.7,61.6,43.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-01,1.11,56.3,65.7,46.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-02,2.72,61.3,70.4,52.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-03,1.5,65,75.2,54.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-04,1.13,71.7,80,63.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-05,3.85,75.7,83.2,68.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-06,10.09,81.6,89.1,74.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-07,0.23,85,94.4,75.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-08,5.56,83.2,91.3,75.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-09,5.53,82.1,88.4,75.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-10,5.98,70.3,78,62.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-11,9.48,63.5,70.1,57
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1986-12,6.64,53.2,59.3,47.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-01,2.83,52.1,60.7,43.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-02,4.45,56.8,64.5,49.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-03,0.41,60.5,71,50.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-04,0.06,68.4,81.2,55.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-05,6.18,76.8,84.1,69.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-06,9.31,81.4,88.4,74.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-07,8.66,83.6,91.1,76.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-08,3.15,85.2,93.8,76.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-09,1.89,79.3,87.9,70.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-10,0.75,69.6,79.7,59.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-11,3.17,61.4,71,51.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1987-12,3.28,56.8,65,48.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-01,1.14,49.3,57.9,40.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-02,0.63,54.8,63.6,45.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-03,5.02,61.4,70.8,52.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-04,2.2,68.3,78.2,58.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-05,0.49,74.3,83.7,64.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-06,2.63,80.3,89.3,71.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-07,3.81,82.8,90.6,75
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-08,1.17,85,93.5,76.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-09,4.32,80.2,88.2,72.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-10,2.94,72.2,81.2,63.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-11,1.12,66.4,76.1,56.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1988-12,1.17,56.9,66.2,47.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-01,6.36,58.8,66.6,51
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-02,0.61,53.5,60.2,46.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-03,2.07,61.4,71,51.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-04,1.43,69.4,77.9,60.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-05,6.21,77.9,85.8,70
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-06,17.35,79.9,86.5,73.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-07,2.28,82.5,89.6,75.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-08,9.95,82.1,89.3,74.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-09,0.56,78.4,86.9,69.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-10,3.4,71.3,81.6,61
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-11,2.53,64.4,72.6,56.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1989-12,0.59,45.7,55.6,35.9
USW00012919,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-01,2.27,53.15,62.3,44.05
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-02,3.95,60.6,69,52.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-03,4.47,64.1,71.7,56.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-04,4.37,69.8,77.8,61.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-05,3.89,77.8,84.8,70.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-06,1.97,85,93.7,76.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-07,2.07,82.7,90.6,74.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-08,1.69,84.8,94.3,75.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-09,4.9,80.5,88.4,72.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-10,2.83,69.5,79.8,59.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-11,3.04,64.5,74.2,54.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1990-12,2.74,55,64.6,45.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-01,9.59,51.4,58.4,44.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-02,5.76,58.5,66.9,50.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-03,1.85,65.4,73.9,56.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-04,10.25,73.3,80.1,66.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-05,8.57,78.4,85.6,71.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-06,10.85,82.1,89.6,74.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-07,2.13,84.4,92.4,76.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-08,2.13,84.5,92.3,76.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-09,8.54,79.1,86.9,71.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-10,2.62,74,84.1,63.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-11,4.04,59.3,68.1,50.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1991-12,7.03,59.2,65.5,52.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-01,7.31,54.1,61.4,46.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-02,7.51,60.7,69,52.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-03,4.15,65.4,74.2,56.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-04,4.64,69.6,78.2,61
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-05,7.86,74.3,82.1,66.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-06,5.58,82.6,91.3,74
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-07,4.51,83.8,91.5,76.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-08,3.21,81.3,89.7,72.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-09,4.59,80.2,88,72.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-10,1.47,72.5,82.8,62.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-11,9.74,58.1,66.5,49.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1992-12,3.93,58,66,49.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-01,6.67,54.8,62.9,46.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-02,2.43,58,66.3,49.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-03,5.77,62.5,71,54
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-04,5.19,66.8,75.5,58.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-05,4.78,74.4,82.3,66.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-06,8.93,81.6,88.1,75
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-07,3.59,84.4,92.4,76.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-08,1.11,85.2,93.9,76.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-09,1.55,81,90,71.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-10,11.61,70.6,79.6,61.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-11,7.13,58.3,67.2,49.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1993-12,2.32,56.1,64.3,47.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-01,2.62,53.9,62.2,45.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-02,1.09,56.4,65,47.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-03,1.82,63.6,73.1,54.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-04,4.13,69.6,78,61.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-05,7.67,75.6,83.9,67.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-06,6.85,81.7,89.2,74.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-07,0.37,84.1,93.1,75.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-08,3.82,82.3,90.5,74.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-09,1.85,78.4,87.7,69
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-10,19.39,72.1,80.6,63.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-11,0.32,66.5,75,57.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1994-12,8.73,58.1,65.8,50.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-01,6.13,54.4,63.2,45.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-02,2.74,58.9,68.8,49
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-03,5.68,62.7,70.7,54.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-04,3.2,68.1,77.8,58.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-05,7.35,77.3,85.2,69.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-06,3.83,80.1,88.9,71.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-07,4.1,84,92.5,75.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-08,2.15,84.5,92.6,76.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-09,4.58,81.6,90.9,72.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-10,2.67,71,80.7,61.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-11,4.59,62.3,72.2,52.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1995-12,6.5,57.2,65.5,48.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-01,1.76,52.4,63.3,41.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-02,1.18,58.8,68.7,48.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-03,0.26,57.9,68.2,47.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-04,1.62,68.7,79.4,58
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-05,0.31,79.6,88,71.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-06,9.31,81.6,90.4,72.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-07,0.16,85,94,76.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-08,8.64,82.4,90.3,74.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-09,6.99,79.1,87.2,71.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-10,2.25,72.2,80.7,63.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-11,1.54,63.7,73.3,54.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1996-12,2.81,58.9,68,49.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-01,6.52,52.4,60,44.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-02,6.76,57.1,64.5,49.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-03,6.06,65.8,73.9,57.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-04,9.02,65.1,73.4,56.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-05,8.61,75,83,67
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-06,6.29,81.3,89.6,73.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-07,2.52,85.3,93.9,76.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-08,1.97,84.6,93.3,76
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-09,9.26,80.8,89.6,72
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-10,10.38,71,79,63.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-11,2.17,59.3,67.4,51
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1997-12,7.25,53.9,63.8,44.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-01,7.48,60.3,69.5,51.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-02,4.63,57.6,66.3,49
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-03,2.78,62.2,71.1,53.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-04,0.76,69.3,79.1,59.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-05,0.01,81.1,91.2,71
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-06,2.49,86.2,95,77.4
