STATION,NAME,DATE,PRCP,TAVG,TMAX,TMIN
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-07,2.21,86.6,96.7,76.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-08,4.31,85.4,94,76.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-09,11.33,82.9,90.1,75.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-10,9.28,74,82.1,65.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-11,7.43,65.4,73,57.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1998-12,3.91,56.1,64.5,47.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-01,4.13,58.3,68.2,48.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-02,1.11,63.6,72.9,54.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-03,3.48,64.5,72.9,56
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-04,0.77,73.1,82,64.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-05,6.41,77.3,86,68.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-06,6.76,81.3,88.1,74.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-07,3.77,83.1,90.9,75.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-08,0.68,86.4,96.1,76.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-09,1.54,79.9,90.2,69.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-10,0.66,71.1,82.1,60.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-11,1.48,64.5,76.4,52.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",1999-12,3.9,56,67,45
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-01,2.15,58.7,67.8,49.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-02,1.44,63.1,72.2,54
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-03,1.75,67.7,76.6,58.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-04,4.6,70.2,79.6,60.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-05,6.53,78.7,86.3,71.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-06,2.4,82.3,90.2,74.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-07,1.54,85.2,95.8,74.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-08,2.1,85.3,95.4,75.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-09,5.09,80.5,90.4,70.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-10,5.71,72.3,80,64.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-11,9.83,59.7,67.9,51.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2000-12,2.67,49.4,57.6,41.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-01,4.54,50.8,59.1,42.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-02,0.49,60.6,68.6,52.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-03,6.47,58.7,67.7,49.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-04,0.46,72.7,80.5,64.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-05,3.32,77.1,86.3,67.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-06,23.2,81,89.1,73
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-07,3.01,83.8,92,75.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-08,12.03,83.5,91.6,75.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-09,8.82,78.3,86.4,70.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-10,6.17,69.4,79,59.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-11,5.79,65.4,75,55.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2001-12,7.38,57.9,66.5,49.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-01,2.06,56.7,66.8,46.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-02,1.26,53.7,63.8,43.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-03,3.5,62.9,72.3,53.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-04,5.39,73.3,80.9,65.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-05,4.8,76.8,84.8,68.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-06,3.67,81,88.7,73.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-07,8.55,83.2,90.9,75.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-08,8.39,83.3,91.3,75.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-09,3.54,80.1,87.9,72.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-10,9.99,72.3,79,65.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-11,2.89,59.7,69.5,49.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2002-12,4.84,55.7,64.8,46.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-01,1.8,51,60,42.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-02,2.8,54.9,62.6,47.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-03,1.28,62,71.2,52.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-04,1.65,70.5,79.2,61.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-05,0,80.8,89.5,72.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-06,7.08,82.2,90.6,73.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-07,5.7,82.7,90.3,75.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-08,5.61,84,92.5,75.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-09,8.79,78,86,69.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-10,4.46,72,81.5,62.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-11,2.94,65.6,75.6,55.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2003-12,3.06,54.7,65.4,44
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-01,3.89,55.7,63.2,48.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-02,5.85,54.2,61.9,46.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-03,0.93,67.1,75.1,59.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-04,3.46,69.5,78.2,60.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-05,6.62,76.4,84.4,68.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-06,9.68,81.3,88.2,74.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-07,3.22,83.6,91.6,75.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-08,4.6,83.1,91.8,74.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-09,2.75,81.6,90,73.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-10,2.76,77.5,85.6,69.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-11,10.48,64.1,72.8,55.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2004-12,1.93,56.6,66.6,46.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-01,0.96,57.8,66.5,49
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-02,4.22,59.6,66.4,52.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-03,3.62,62.9,72.4,53.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-04,0.88,68.8,78.6,59.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-05,2.18,76.2,85.8,66.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-06,0.37,83.6,92.6,74.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-07,12.96,84.1,92.6,75.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-08,2.54,85.3,93.7,76.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-09,1.47,84.5,93.1,75.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-10,1.35,72.6,82.9,62.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-11,2.91,65.9,76.3,55.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2005-12,2.28,55.1,65.2,45
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-01,1.93,60.3,70.8,49.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-02,1.62,57.1,67.2,46.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-03,1.48,66.2,75,57.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-04,2.23,73.6,82.6,64.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-05,6.02,76.9,86.1,67.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-06,11.04,81.5,90.3,72.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-07,7.76,82.4,89.5,75.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-08,2.92,84.5,92.4,76.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-09,3.08,79.6,88.7,70.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-10,19.26,73.8,83,64.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-11,0.87,63.8,74.3,53.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2006-12,3.95,56.8,65.5,48
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-01,6.74,52.1,59.1,45.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-02,1.35,56.3,65.9,46.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-03,8.78,66.8,75.4,58.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-04,4.76,67.7,76.4,59
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-05,9.62,76.9,84.7,69.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-06,5.58,82.5,89.7,75.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-07,9.94,82.1,88.7,75.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-08,7.23,85.7,93.4,78
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-09,6.28,82.3,90.1,74.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-10,1.82,74.2,84.3,64.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-11,4.33,64.9,74.2,55.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2007-12,1.64,60.2,70.8,49.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-01,6.55,54.2,62.8,45.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-02,3.99,62,72.4,51.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-03,2.95,64.9,74.6,55.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-04,1.9,71.2,80.7,61.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-05,0.99,79.5,87.6,71.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-06,8.2,84.6,93.5,75.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-07,4.03,84.6,92.9,76.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-08,8.27,83.7,91.5,75.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-09,10.95,79.1,87.7,70.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-10,2.62,70.6,80.8,60.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-11,4.98,63.7,73.9,53.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2008-12,0.85,57,66.9,47.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-01,0.37,55.3,66.9,43.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-02,1.18,62.1,71.8,52.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-03,2.51,63.5,72.9,54.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-04,15.61,69.5,78.5,60.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-05,0.65,78.7,86.9,70.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-06,1.39,84.8,94.8,74.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-07,3.62,86.8,96.1,77.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-08,1.61,86.2,95.5,76.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-09,5.28,80,87.3,72.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-10,11.52,72.2,80.6,63.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-11,1.88,63.1,72.8,53.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2009-12,6.96,51.1,58.9,43.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-01,2.3,50,59.1,40.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-02,3.38,49.3,57.6,40.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-03,2.03,59.7,69.3,50.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-04,1.07,69.7,77.7,61.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-05,1.71,79.5,88.4,70.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-06,5.06,84.1,91.6,76.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-07,12.77,84,90.9,77
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-08,1.4,86.9,95.5,78.3
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-09,6.63,81.3,89.1,73.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-10,0.07,72.9,84.1,61.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-11,4.75,62.1,71.7,52.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2010-12,5.84,57,66.5,47.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-01,4.1,53.5,62.4,44.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-02,0.34,56.8,67.1,46.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-03,0.78,67.8,77,58.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-04,0,74.9,84.2,65.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-05,0.18,78.4,87.7,69.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-06,1.79,85.9,95.8,76
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-07,3.27,86.5,95.5,77.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-08,0.79,89.1,99.7,78.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-09,1.66,82.8,93.9,71.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-10,5.42,72.1,82.2,61.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-11,2.85,64.3,74,54.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2011-12,4.2,56.2,63.8,48.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-01,5.38,59.7,69.2,50.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-02,6.82,60.6,67.4,53.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-03,4.98,69.5,77.8,61.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-04,2.05,73.9,82.7,65
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-05,7.44,78.7,87.1,70.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-06,2.78,84.1,92.6,75.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-07,8.16,83,89.9,76.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-08,3.04,85.9,94,77.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-09,3.98,79.3,88.2,70.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-10,0.7,70.5,80.9,60.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-11,0.8,64.9,76.4,53.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2012-12,5.72,60.8,71,50.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-01,3.14,56.4,65.4,47.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-02,1.63,60.4,69.6,51.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-03,1.18,62.5,72.9,52
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-04,9.56,66.8,76,57.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-05,2.96,75.4,83.6,67.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-06,1.37,84.8,94.3,75.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-07,1.58,84.8,93.9,75.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-08,1.47,85.2,94.6,75.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-09,5.95,83,90.8,75.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-10,9.8,72.6,81.4,63.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-11,3.58,59.5,68.3,50.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2013-12,0.87,52.7,61.7,43.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-01,0.54,51.1,62.5,39.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-02,2.09,55.9,64.5,47.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-03,2.54,59.9,69.1,50.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-04,1.31,69.7,78.4,60.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-05,10.37,74.2,83.2,65.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-06,2.98,82.3,89.7,75
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-07,1.26,83.9,92.2,75.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-08,3.44,85,93.3,76.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-09,5,81,88.3,73.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-10,2.57,74.2,84.5,63.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-11,4.44,58.9,67.8,49.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2014-12,4.61,58.2,65.5,50.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-01,5.14,50.6,59,42.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-02,0.76,53.9,63.3,44.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-03,6.38,63.4,71.7,55.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-04,8.2,73,80.1,65.9
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-05,14.4,77.8,85,70.5
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-06,4.87,82.7,90.3,75
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-07,2.57,86,94.9,77.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-08,10.76,85.1,94.8,75.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-09,4.46,80.4,88.1,72.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-10,13.04,74.9,84.3,65.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-11,3.07,65.6,74.2,57.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2015-12,3.48,61.4,70.6,52.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-01,2.52,54,63.8,44.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-02,1.66,60.5,71.4,49.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-03,4.15,67.9,76.5,59.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-04,8.95,71.5,80.3,62.7
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-05,7.6,77,85.2,68.8
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-06,8.83,83,90.9,75.2
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-07,5.41,86.8,95,78.6
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-08,8.22,84.9,92.6,77.1
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-09,2.31,83.4,91.3,75.4
USW00012918,"HOUSTON WILLIAM P HOBBY AIRPORT, TX US",2016-10,0.98,76.6,86.3,66.9
